Machine,User,Run_Date,Sample_Type,Sample1,Sample_Year,Sample_Month,Sample_Day,Sample_Time,Time_Zone,G_W,Sample_Plot,Tree_ID,Sample_Grid,Sample_ID,Sample_Vol_mL,Dilution_Factor,STD_Conc,CO2_Area,CH4_Area,Field_Notes,Lab_Notes
Varian GC,Stearns,20241205,Unknown,TGW,2024,November,5,1137,EST,G,Freshwater,F7_L,B5,24,2,7,NA,1053337,57322,,
Varian GC,Stearns,20241205,Unknown,TGW,2024,November,5,1136,EST,G,Freshwater,F8_L,B4,25,2,7,NA,2335353,359532,,
Varian GC,Stearns,20241205,Unknown,TGW,2024,November,5,1145,EST,G,Freshwater,F9_L,G3,26,2,7,NA,899924,37986,,
Varian GC,Stearns,20241205,Unknown,TGW,2024,November,5,1138,EST,G,Freshwater,F13,D6,27,2,7,NA,986553,463838,,
Varian GC,Stearns,20241205,Unknown,TGW,2024,November,5,1141,EST,G,Freshwater,F14,D7,28,2,7,NA,1364731,7256742,,
Varian GC,Stearns,20241205,Unknown,TGW,2024,November,5,1134,EST,G,Freshwater,F15,A6,29,2,7,NA,1045113,1353287,,
Varian GC,Stearns,20241205,Unknown,TGW,2024,November,5,1139,EST,G,Freshwater,ATM,F4,30,2,7,NA,39509,12171,,CH4 seems high
Varian GC,Stearns,20241205,CHKSTD,CHKSTD,2024,NA,NA,NA,NA,G,NA,NA,NA,CHKSTD_5ppm_CH4_1,NA,1,5,169537,3430,,
Varian GC,Stearns,20241205,Blank,Blank,2024,NA,NA,NA,NA,G,NA,NA,NA,Blank_3,NA,1,0,1937,264,,
Varian GC,Stearns,20241205,CHKSTD,CHKSTD,2024,NA,NA,NA,NA,G,NA,NA,NA,CHKSTD_5ppm_CH4_2,NA,1,5,164291,3092,,
Varian GC,Stearns,20241205,Blank,Blank,2024,NA,NA,NA,NA,G,NA,NA,NA,Blank_4,NA,1,0,1730,0,,
Varian GC,Stearns,20241205,STD_CH4,STD_CH4,2024,NA,NA,NA,NA,G,NA,NA,NA,STD_10000ppm_CH4,NA,1,10000,3690,6132527,,re-run; use this in curve
Varian GC,Stearns,20241205,STD_CH4,STD_CH4,2024,NA,NA,NA,NA,G,NA,NA,NA,STD_5000ppm_CH4,NA,1,5000,0,3080533,,re-run
