Machine,User,Run_Date,Sample_Type,Sample1,Sample_Year,Sample_Month,Sample_Day,Event_Stamp,Sample_Time,Time_Zone,G_W,Sample_Plot,Sapflux_ID,Sample_Grid,Sample_ID,Sample_Vol_mL,Dilution_Factor,STD_Conc,CO2_Area,CH4_Area,Field_Notes,Lab_Notes
Varian GC,A. Stearns,20241001,STD_CH4,STD_CH4,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,STD_10000ppm_CH4,NA,1,10000,0,5608674,,
Varian GC,A. Stearns,20241001,STD_CO2,STD_CO2,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,STD_125ppm_CO2,NA,1,125,18946,1107,,
Varian GC,A. Stearns,20241001,STD_CO2,STD_CO2,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,STD_500ppm_CO2,NA,1,500,70381,444,,
Varian GC,A. Stearns,20241001,STD_CO2,STD_CO2,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,STD_2500ppm_CO2,NA,1,2500,341098,327,,
Varian GC,A. Stearns,20241001,STD_CO2,STD_CO2,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,STD_5000ppm_CO2,NA,1,5000,676919,0,,
Varian GC,A. Stearns,20241001,STD_CO2,STD_CO2,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,STD_50000ppm_CO2,NA,1,50000,6175442,283,,
Varian GC,A. Stearns,20241001,Blank,Blank,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,Blank_1,NA,1,0,5831,3843,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1526,EDT,G,Control,C1,F5,145,2,7,NA,1494782,4945584,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1518,EDT,G,Control,C2,F5,146,2,7,NA,1529085,723721,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1445,EDT,G,Control,C3,C5,147,2,7,NA,2533355,256357,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1408,EDT,G,Control,C7_H,B3,148,2,7,NA,2039542,18977,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1406,EDT,G,Control,C7_L,B3,149,2,7,NA,3506652,16461,missampled first exetainer; resampled with spare exetainer then labeled it,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1324,EDT,G,Control,C11_H,F2,150,2,7,NA,2324105,32641,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1323,EDT,G,Control,C11_L,F2,151,2,7,NA,2925514,99276,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1334,EDT,G,Control,C19_H,A1,152,2,7,NA,1240746,26755,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1333,EDT,G,Control,C19_L,A1,153,2,7,NA,2359937,98008,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1435,EDT,G,Control,C13,B8,154,2,7,NA,2021233,5570124,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1423,EDT,G,Control,C14,B7,155,2,7,NA,1628441,41757,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1354,EDT,G,Control,C15,A4,156,1.4,9.57,NA,1101042,1003367,only 1.4 mL of gas,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1456,EDT,W,Saltwater,S1,F7,157,2,7,NA,1453223,67313,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1346,EDT,G,Saltwater,S2,C5,158,2,7,NA,2252873,6553,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1526,EDT,G,Saltwater,S3,E5,159,2,7,NA,2291593,1732,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1338,EDT,W,Saltwater,S7_H,D7,160,2,7,NA,780092,1844284,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1326,EDT,G,Saltwater,S7_L,D7,161,2,7,NA,2209030,29843322,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1352,EDT,G,Saltwater,S8_H,C6,162,2,7,NA,2613656,827838,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1353,EDT,G,Saltwater,S8_L,C6,163,2,7,NA,1280439,63006,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1424,EDT,G,Saltwater,S9_H,F2,164,2,7,NA,2427781,187148,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1425,EDT,G,Saltwater,S9_L,F2,165,2,7,NA,2414568,47410,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1402,EDT,G,Saltwater,S13,A2,166,2,7,NA,1620635,2195201,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1435,EDT,G,Saltwater,S14,I2,167,2,7,NA,2104109,3498,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1550,EDT,G,Saltwater,S15,E4,168,2,7,NA,1726709,7830,,
Varian GC,A. Stearns,20241001,CHKSTD,CHKSTD,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,CHKSTD_5ppm_CH4_1,NA,1,5,124919,2470,,
Varian GC,A. Stearns,20241001,Blank,Blank,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,Blank_2,NA,1,0,3119,0,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1610,EDT,W,Freshwater,F1,H5,169,1,,NA,2237834,177139,1 mL,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1618,EDT,NA,Freshwater,F2,G6,170,NA,,NA,NA,NA,NO SAMPLE,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1535,EDT,W,Freshwater,F3,D5,171,1.8,7.67,NA,2796869,46646,1.8 mL,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1333,EDT,G,Freshwater,F7_H,B5,172,2,7,NA,1654938,160642,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1332,EDT,G,Freshwater,F7_L,B5,173,2,7,NA,1995355,43181,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1400,EDT,G,Freshwater,F8_H,B4,174,2,7,NA,1647097,346754,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1402,EDT,G,Freshwater,F8_L,B4,175,2,7,NA,2675933,297951,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1525,EDT,G,Freshwater,F9_H,G3,176,2,7,NA,1802254,4449,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1521,EDT,G,Freshwater,F9_L,G3,177,2,7,NA,1544928,6184,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1415,EDT,G,Freshwater,F13,D6,178,0.4,31,NA,213058,7112,0.4 mL,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1433,EDT,G,Freshwater,F14,D7,179,2,7,NA,1628752,4876396,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,12,D3_PM,1350,EDT,G,Freshwater,F15,A6,180,2,7,NA,1305801,167478,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,905,EDT,G,Control,C1,F5,181,2,7,NA,1631288,5494082,a little water,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,854,EDT,G,Control,C2,F5,182,2,7,NA,1406226,725747,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,928,EDT,G,Control,C3,C5,183,2,7,NA,3322934,363385,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,1044,EDT,G,Control,C7_H,B3,184,2,7,NA,2199231,24623,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,1046,EDT,G,Control,C7_L,B3,185,2,7,NA,3443552,17719,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,817,EDT,G,Control,C11_H,F2,186,2,7,NA,2152127,33492,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,818,EDT,G,Control,C11_L,F2,187,2,7,NA,3068897,9251,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,957,EDT,G,Control,C19_H,A1,188,2,7,NA,1610725,36243,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,958,EDT,G,Control,C19_L,A1,189,2,7,NA,2119815,76237,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,1032,EDT,G,Control,C13,B8,190,2,7,NA,2109180,6024201,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,947,EDT,G,Control,C14,B7,191,2,7,NA,1961599,66794,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,1014,EDT,G,Control,C15,A4,192,2,7,NA,1616308,927243,,
Varian GC,A. Stearns,20241001,CHKSTD,CHKSTD,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,CHKSTD_5ppm_CH4_2,NA,1,5,133181,2708,,
Varian GC,A. Stearns,20241001,Blank,Blank,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,Blank_3,NA,1,0,3098,252,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,927,EDT,W,Saltwater,S1,F7,193,1.8,7.67,NA,2289573,452609,1.8 mL gas,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,824,EDT,G,Saltwater,S2,C5,194,2,7,NA,2589375,38461,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,1041,EDT,G,Saltwater,S3,E5,195,2,7,NA,2314012,15877,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,853,EDT,W,Saltwater,S7_H,D7,196,2,7,NA,2011039,32022408,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,850,EDT,G,Saltwater,S7_L,D7,197,2,7,NA,1796450,24934472,First 2 times got water but not enough gas; third was only gas,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,814,EDT,G,Saltwater,S8_H,C6,198,2,7,NA,3071669,904204,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,813,EDT,G,Saltwater,S8_L,C6,199,2,7,NA,1168147,30748,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,1126,EDT,G,Saltwater,S9_H,F2,200,2,7,NA,2647468,239139,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,1124,EDT,G,Saltwater,S9_L,F2,201,2,7,NA,2549315,83994,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,1206,EDT,G,Saltwater,S13,A2,202,2,7,NA,1929630,2660542,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,1112,EDT,G,Saltwater,S14,I2,203,2,7,NA,1410318,416957,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,1134,EDT,G,Saltwater,S15,E4,204,2,7,NA,1359183,16238,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,1043,EDT,W,Freshwater,F1,F7,205,2,7,NA,3536620,33918,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,1050,EDT,W,Freshwater,F2,C5,206,2,7,NA,4665324,141899,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,926,EDT,G,Freshwater,F3,D5,207,2,7,NA,1224151,24270,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,840,EDT,G,Freshwater,F7_H,B5,208,2,7,NA,1967810,198014,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,838,EDT,G,Freshwater,F7_L,B5,209,2,7,NA,2903280,75606,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,902,EDT,G,Freshwater,F8_H,B4,210,2,7,NA,2029865,468020,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,903,EDT,G,Freshwater,F8_L,B4,211,2,7,NA,2998642,425900,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,1010,EDT,G,Freshwater,F9_H,G3,212,2,7,NA,2049641,265655,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,1011,EDT,G,Freshwater,F9_L,G3,213,2,7,NA,1674687,22386,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,907,EDT,G,Freshwater,F13,D6,214,2,7,NA,1674424,81090,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,948,EDT,G,Freshwater,F14,D7,215,2,7,NA,1615624,4830156,,
Varian GC,A. Stearns,20241001,Unknown,TGW,2024,June,13,D4_AM,845,EDT,G,Freshwater,F15,A6,216,2,7,NA,1942612,118930,,
Varian GC,A. Stearns,20241001,CHKSTD,CHKSTD,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,CHKSTD_5ppm_CH4_3,NA,1,5,125697,2515,,
Varian GC,A. Stearns,20241001,Blank,Blank,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,Blank_4,NA,1,0,0,275,,
Varian GC,A. Stearns,20241001,STD_CH4,STD_CH4,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,STD_1ppm_CH4,NA,1,1,24516,538,,re-run; use this value
Varian GC,A. Stearns,20241001,STD_CH4,STD_CH4,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,STD_2.5ppm_CH4,NA,1,2.5,64812,1295,,re-run; named as 2.5ppm_ch4001 in run file
Varian GC,Wegner,20241029,Blank,Blank,2024,NA,NA,NA,G,NA,NA,NA,NA,NA,Blank_0,NA,1,0,0,0,,
Varian GC,Wegner,20241029,STD_CH4,STDs,2024,NA,NA,NA,G,NA,NA,NA,NA,NA,Blank_0_repeatforCH4,NA,1,0,0,0,,
Varian GC,Wegner,20241029,STD_CO2,STDs,2024,NA,NA,NA,G,NA,NA,NA,NA,NA,Blank_0_repeatforCO2,NA,1,0,0,0,,
Varian GC,Wegner,20241029,STD_CH4,STDs,2024,NA,NA,NA,G,NA,NA,NA,NA,NA,STD_1ppm_CH4,NA,1,1,24090,585,,
Varian GC,Wegner,20241029,STD_CH4,STDs,2024,NA,NA,NA,G,NA,NA,NA,NA,NA,STD_2.5ppm_CH4,NA,1,2.5,76562,1403,,
Varian GC,Wegner,20241029,STD_CH4,STDs,2024,NA,NA,NA,G,NA,NA,NA,NA,NA,STD_5ppm_CH4,NA,1,5,136949,2412,,
Varian GC,Wegner,20241029,STD_CH4,STDs,2024,NA,NA,NA,G,NA,NA,NA,NA,NA,STD_10ppm_CH4,NA,1,10,304767,5527,,
Varian GC,Wegner,20241029,STD_CH4,STDs,2024,NA,NA,NA,G,NA,NA,NA,NA,NA,STD_25ppm_CH4,NA,1,25,792750,13729,,
Varian GC,Wegner,20241029,STD_CH4,STDs,2024,NA,NA,NA,G,NA,NA,NA,NA,NA,STD_50ppm_CH4,NA,1,50,1619151,28449,,
Varian GC,Wegner,20241029,STD_CH4,STDs,2024,NA,NA,NA,G,NA,NA,NA,NA,NA,STD_100ppm_CH4,NA,1,100,0,57355,,
Varian GC,Wegner,20241029,STD_CH4,STDs,2024,NA,NA,NA,G,NA,NA,NA,NA,NA,STD_250ppm_CH4,NA,1,250,0,142651,,
Varian GC,Wegner,20241029,STD_CH4,STDs,2024,NA,NA,NA,G,NA,NA,NA,NA,NA,STD_500ppm_CH4,NA,1,500,0,280149,,
Varian GC,Wegner,20241029,STD_CH4,STDs,2024,NA,NA,NA,G,NA,NA,NA,NA,NA,STD_2500ppm_CH4,NA,1,2500,0,1381297,,
Varian GC,Wegner,20241029,STD_CH4,STDs,2024,NA,NA,NA,G,NA,NA,NA,NA,NA,STD_5000ppm_CH4,NA,1,5000,0,2756596,,
Varian GC,Wegner,20241029,STD_CH4,STDs,2024,NA,NA,NA,G,NA,NA,NA,NA,NA,STD_10000ppm_CH4,NA,1,10000,0,5401442,,
Varian GC,Wegner,20241029,STD_CO2,STDs,2024,NA,NA,NA,G,NA,NA,NA,NA,NA,STD_125ppm_CO2,NA,1,125,48322,1177,,
Varian GC,Wegner,20241029,STD_CO2,STDs,2024,NA,NA,NA,G,NA,NA,NA,NA,NA,STD_500ppm_CO2,NA,1,500,114992,496,,
Varian GC,Wegner,20241029,STD_CO2,STDs,2024,NA,NA,NA,G,NA,NA,NA,NA,NA,STD_2500ppm_CO2,NA,1,2500,451900,239,,
Varian GC,Wegner,20241029,STD_CO2,STDs,2024,NA,NA,NA,G,NA,NA,NA,NA,NA,STD_5000ppm_CO2,NA,1,5000,844661,0,,
Varian GC,Wegner,20241029,STD_CO2,STDs,2024,NA,NA,NA,G,NA,NA,NA,NA,NA,STD_50000ppm_CO2,NA,1,50000,8065544,407,,
Varian GC,Wegner,20241029,Blank,Blank,2024,NA,NA,NA,G,NA,NA,NA,NA,NA,Blank_01,NA,1,0,25212,0,,
Varian GC,Wegner,20241029,Chk_STD,STDs,2024,NA,NA,NA,G,NA,NA,NA,NA,NA,Chk_STD_1,NA,1,5,183491,3167,,
Varian GC,Wegner,20241029,Chk_STD,STDs,2024,NA,NA,NA,G,NA,NA,NA,NA,NA,Chk_STD_2,NA,1,5,171578,2699,,
Varian GC,Wegner,20241029,Chk_STD,STDs,2024,NA,NA,NA,G,NA,NA,NA,NA,NA,Chk_STD_4,NA,1,5,173315,2708,,
