[Header]	
System	TOC-L 9mL	
S/W Version	1.00	
User		
Date/Time	8/1/2022 12:00:08 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/Sparge Kit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	SD Conc	CV Conc	Vial	Excluded	Inj. Vol.	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.cal	1.00		7/29/2022 2:02:55 PM	1	4	NPOC	0.2209	0.3089	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	2	0	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.cal	1.00		7/29/2022 1:54:11 PM	1	1	TN	0.2061	0.05663	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	2	1	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.cal	1.00		7/29/2022 1:56:55 PM	1	2	TN	0.07800	0.05663	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	2	0	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.cal	1.00		7/29/2022 1:59:39 PM	1	3	TN	0.000	0.05663	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	2	0	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.cal	1.00		7/29/2022 2:02:55 PM	1	4	TN	0.09190	0.05663	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	2	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.cal	1.00		7/29/2022 2:13:56 PM	1	1	NPOC	0.7340	0.7336	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	3	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.cal	1.00		7/29/2022 2:16:41 PM	1	2	NPOC	0.7427	0.7336	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	3	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.cal	1.00		7/29/2022 2:19:35 PM	1	3	NPOC	0.7240	0.7336	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	3	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.cal	1.00		7/29/2022 2:13:56 PM	1	1	TN	0.6912	0.06957	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	3	1	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.cal	1.00		7/29/2022 2:16:41 PM	1	2	TN	0.000	0.06957	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	3	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.cal	1.00		7/29/2022 2:19:35 PM	1	3	TN	0.03120	0.06957	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	3	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.cal	1.00		7/29/2022 2:25:21 PM	1	4	TN	0.1775	0.06957	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	3	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 2:34:45 PM	1	1	NPOC	0.7648	0.8312	0.000	 	 	0.000	0.00	4	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 2:37:27 PM	1	2	NPOC	1.124	0.8312	0.000	 	 	0.000	0.00	4	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 2:39:46 PM	1	3	NPOC	0.6049	0.8312	0.000	 	 	0.000	0.00	4	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 2:42:00 PM	1	4	NPOC	0.1918	0.8312	0.000	 	 	0.000	0.00	4	1	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 2:52:28 PM	2	1	NPOC	1.655	1.635	0.2500	 	 	0.000	0.00	5	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 2:55:29 PM	2	2	NPOC	1.809	1.635	0.2500	 	 	0.000	0.00	5	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 2:58:23 PM	2	3	NPOC	1.441	1.635	0.2500	 	 	0.000	0.00	5	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 3:01:26 PM	2	4	NPOC	2.155	1.635	0.2500	 	 	0.000	0.00	5	1	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 3:12:02 PM	3	1	NPOC	2.597	3.090	0.5000	 	 	0.000	0.00	6	1	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 3:15:14 PM	3	2	NPOC	3.032	3.090	0.5000	 	 	0.000	0.00	6	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 3:18:24 PM	3	3	NPOC	3.137	3.090	0.5000	 	 	0.000	0.00	6	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 3:21:33 PM	3	4	NPOC	3.102	3.090	0.5000	 	 	0.000	0.00	6	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 3:32:01 PM	4	1	NPOC	4.975	5.058	1.000	 	 	0.000	0.00	7	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 3:35:13 PM	4	2	NPOC	5.024	5.058	1.000	 	 	0.000	0.00	7	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 3:38:32 PM	4	3	NPOC	5.174	5.058	1.000	 	 	0.000	0.00	7	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 3:41:46 PM	4	4	NPOC	5.247	5.058	1.000	 	 	0.000	0.00	7	1	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 3:52:49 PM	5	1	NPOC	10.11	9.819	2.000	 	 	0.000	0.00	8	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 3:56:08 PM	5	2	NPOC	8.867	9.819	2.000	 	 	0.000	0.00	8	1	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 3:59:39 PM	5	3	NPOC	9.689	9.819	2.000	 	 	0.000	0.00	8	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 4:03:09 PM	5	4	NPOC	9.659	9.819	2.000	 	 	0.000	0.00	8	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 4:15:34 PM	6	1	NPOC	27.33	24.17	5.000	 	 	0.000	0.00	9	1	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 4:19:21 PM	6	2	NPOC	24.40	24.17	5.000	 	 	0.000	0.00	9	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 4:23:04 PM	6	3	NPOC	23.60	24.17	5.000	 	 	0.000	0.00	9	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 4:26:48 PM	6	4	NPOC	24.51	24.17	5.000	 	 	0.000	0.00	9	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 4:38:18 PM	7	1	NPOC	50.50	49.53	10.00	 	 	0.000	0.00	10	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 4:42:18 PM	7	2	NPOC	48.69	49.53	10.00	 	 	0.000	0.00	10	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 4:46:38 PM	7	3	NPOC	49.41	49.53	10.00	 	 	0.000	0.00	10	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 4:59:20 PM	8	1	NPOC	130.6	128.5	25.00	 	 	0.000	0.00	11	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 5:03:56 PM	8	2	NPOC	127.7	128.5	25.00	 	 	0.000	0.00	11	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 5:08:46 PM	8	3	NPOC	127.3	128.5	25.00	 	 	0.000	0.00	11	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 5:20:52 PM	9	1	NPOC	261.6	260.5	50.00	 	 	0.000	0.00	12	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 5:25:36 PM	9	2	NPOC	260.8	260.5	50.00	 	 	0.000	0.00	12	0	50	
Standard	NPOC	STD_0-50ppmNPOC	STD_0-50ppmNPOC	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal		1.00		7/29/2022 5:30:09 PM	9	3	NPOC	259.0	260.5	50.00	 	 	0.000	0.00	12	0	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 5:52:38 PM	1	1	TN	1.679	0.1008	0.000	 	 	0.000	0.00	13	1	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 5:55:21 PM	1	2	TN	0.1460	0.1008	0.000	 	 	0.000	0.00	13	0	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 5:58:06 PM	1	3	TN	0.09180	0.1008	0.000	 	 	0.000	0.00	13	0	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 6:00:56 PM	1	4	TN	0.06470	0.1008	0.000	 	 	0.000	0.00	13	0	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 6:10:14 PM	2	1	TN	0.9642	1.001	0.1000	 	 	0.000	0.00	14	0	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 6:15:17 PM	2	2	TN	1.101	1.001	0.1000	 	 	0.000	0.00	14	0	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 6:18:25 PM	2	3	TN	0.3405	1.001	0.1000	 	 	0.000	0.00	14	1	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 6:21:39 PM	2	4	TN	0.9383	1.001	0.1000	 	 	0.000	0.00	14	0	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 6:31:18 PM	3	1	TN	1.600	1.906	0.2500	 	 	0.000	0.00	15	0	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 6:35:18 PM	3	2	TN	1.598	1.906	0.2500	 	 	0.000	0.00	15	0	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 6:39:14 PM	3	3	TN	2.520	1.906	0.2500	 	 	0.000	0.00	15	0	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 6:42:40 PM	3	4	TN	2.748	1.906	0.2500	 	 	0.000	0.00	15	1	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 6:52:20 PM	4	1	TN	5.256	4.049	0.5000	 	 	0.000	0.00	16	1	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 6:55:45 PM	4	2	TN	4.297	4.049	0.5000	 	 	0.000	0.00	16	0	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 6:59:10 PM	4	3	TN	3.803	4.049	0.5000	 	 	0.000	0.00	16	0	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 7:02:35 PM	4	4	TN	4.048	4.049	0.5000	 	 	0.000	0.00	16	0	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 7:09:55 PM	5	1	TN	6.125	7.920	1.000	 	 	0.000	0.00	17	1	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 7:14:39 PM	5	2	TN	8.476	7.920	1.000	 	 	0.000	0.00	17	0	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 7:19:02 PM	5	3	TN	8.438	7.920	1.000	 	 	0.000	0.00	17	0	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 7:22:40 PM	5	4	TN	6.846	7.920	1.000	 	 	0.000	0.00	17	0	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 7:32:37 PM	6	1	TN	11.34	11.30	1.500	 	 	0.000	0.00	18	0	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 7:36:27 PM	6	2	TN	10.26	11.30	1.500	 	 	0.000	0.00	18	1	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 7:40:23 PM	6	3	TN	11.65	11.30	1.500	 	 	0.000	0.00	18	0	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 7:44:02 PM	6	4	TN	10.92	11.30	1.500	 	 	0.000	0.00	18	0	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 7:54:47 PM	7	1	TN	15.80	15.64	2.000	 	 	0.000	0.00	19	0	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 7:58:43 PM	7	2	TN	15.10	15.64	2.000	 	 	0.000	0.00	19	1	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 8:02:41 PM	7	3	TN	15.50	15.64	2.000	 	 	0.000	0.00	19	0	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 8:06:32 PM	7	4	TN	15.61	15.64	2.000	 	 	0.000	0.00	19	0	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 8:14:56 PM	8	1	TN	24.36	23.11	3.000	 	 	0.000	0.00	20	1	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 8:19:19 PM	8	2	TN	22.96	23.11	3.000	 	 	0.000	0.00	20	0	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 8:23:17 PM	8	3	TN	22.98	23.11	3.000	 	 	0.000	0.00	20	0	50	
Standard	TN	STD_0-3ppmTN	STD_0-3ppmTN	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal		1.00		7/29/2022 8:27:17 PM	8	4	TN	23.40	23.11	3.000	 	 	0.000	0.00	20	0	50	
Unknown	NPOC/TN	Blank1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 8:37:20 PM	1	1	NPOC	0.5996	0.5795	0.2062	0.2024	NPOC:0.2024mg/L TN:-0.00441mg/L	0.00899	4.44	21	0	50	
Unknown	NPOC/TN	Blank1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 8:40:05 PM	1	2	NPOC	0.8296	0.5795	0.2505	0.2024	NPOC:0.2024mg/L TN:-0.00441mg/L	0.00899	4.44	21	1	50	
