[Header]	
System	TOC-L 9mL	
S/W Version	1.00	
User		
Date/Time	9/12/2022 11:36:20 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/Sparge Kit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	SD Conc	CV Conc	Vial	Excluded	Inj. Vol.	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.cal	1.00		8/19/2022 6:41:08 PM	1	2	TN	0.000	0.03753	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.cal	1.00		8/19/2022 6:45:21 PM	1	3	TN	0.01850	0.03753	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.cal	1.00		8/19/2022 6:56:27 PM	1	1	NPOC	0.2837	0.2878	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.cal	1.00		8/19/2022 7:00:46 PM	1	2	NPOC	0.2058	0.2878	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.cal	1.00		8/19/2022 7:04:59 PM	1	3	NPOC	0.3739	0.2878	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.cal	1.00		8/19/2022 6:56:27 PM	1	1	TN	0.000	0.03500	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.cal	1.00		8/19/2022 7:00:46 PM	1	2	TN	0.8840	0.03500	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	1	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.cal	1.00		8/19/2022 7:04:59 PM	1	3	TN	0.1050	0.03500	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.cal	1.00		8/19/2022 7:12:35 PM	1	4	TN	0.000	0.03500	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 7:22:38 PM	1	1	NPOC	4.043	4.029	0.000	 	 	0.000	0.00	4	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 7:25:35 PM	1	2	NPOC	3.944	4.029	0.000	 	 	0.000	0.00	4	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 7:28:23 PM	1	3	NPOC	4.100	4.029	0.000	 	 	0.000	0.00	4	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 7:39:27 PM	2	1	NPOC	1.254	1.281	0.1000	 	 	0.00000	0.00	5	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 7:42:20 PM	2	2	NPOC	1.225	1.281	0.1000	 	 	0.00000	0.00	5	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 7:45:20 PM	2	3	NPOC	1.363	1.281	0.1000	 	 	0.00000	0.00	5	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 7:56:17 PM	3	1	NPOC	2.214	2.307	0.2500	 	 	0.000	0.00	6	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 7:59:27 PM	3	2	NPOC	2.078	2.307	0.2500	 	 	0.000	0.00	6	1	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 8:02:34 PM	3	3	NPOC	2.319	2.307	0.2500	 	 	0.000	0.00	6	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 8:05:36 PM	3	4	NPOC	2.388	2.307	0.2500	 	 	0.000	0.00	6	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 8:16:57 PM	4	1	NPOC	3.700	3.640	0.5000	 	 	0.000	0.00	7	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 8:20:14 PM	4	2	NPOC	3.623	3.640	0.5000	 	 	0.000	0.00	7	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 8:23:35 PM	4	3	NPOC	3.882	3.640	0.5000	 	 	0.000	0.00	7	1	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 8:26:38 PM	4	4	NPOC	3.598	3.640	0.5000	 	 	0.000	0.00	7	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 8:37:35 PM	5	1	NPOC	6.347	6.243	1.000	 	 	0.000	0.00	8	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 8:40:54 PM	5	2	NPOC	6.306	6.243	1.000	 	 	0.000	0.00	8	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 8:44:14 PM	5	3	NPOC	6.075	6.243	1.000	 	 	0.000	0.00	8	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 8:46:23 PM	5	4	NPOC	0.02460	6.243	1.000	 	 	0.000	0.00	8	1	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 8:58:00 PM	6	1	NPOC	10.22	10.19	2.000	 	 	0.000	0.00	9	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 9:01:22 PM	6	2	NPOC	10.12	10.19	2.000	 	 	0.000	0.00	9	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 9:04:45 PM	6	3	NPOC	10.58	10.19	2.000	 	 	0.000	0.00	9	1	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 9:08:04 PM	6	4	NPOC	10.24	10.19	2.000	 	 	0.000	0.00	9	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 9:20:46 PM	7	1	NPOC	28.22	26.91	5.000	 	 	0.000	0.00	10	1	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 9:24:43 PM	7	2	NPOC	27.37	26.91	5.000	 	 	0.000	0.00	10	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 9:28:25 PM	7	3	NPOC	26.42	26.91	5.000	 	 	0.000	0.00	10	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 9:32:19 PM	7	4	NPOC	26.94	26.91	5.000	 	 	0.000	0.00	10	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 9:44:37 PM	8	1	NPOC	55.64	53.91	10.00	 	 	0.000	0.00	11	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 9:48:44 PM	8	2	NPOC	53.39	53.91	10.00	 	 	0.000	0.00	11	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 9:52:45 PM	8	3	NPOC	52.71	53.91	10.00	 	 	0.000	0.00	11	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 9:55:33 PM	8	4	NPOC	1.731	53.91	10.00	 	 	0.000	0.00	11	1	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 10:08:26 PM	9	1	NPOC	77.40	77.85	15.00	 	 	0.000	0.00	12	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 10:12:58 PM	9	2	NPOC	77.87	77.85	15.00	 	 	0.000	0.00	12	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 10:17:47 PM	9	3	NPOC	78.28	77.85	15.00	 	 	0.000	0.00	12	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 10:31:00 PM	10	1	NPOC	133.6	131.6	25.00	 	 	0.000	0.00	13	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 10:35:43 PM	10	2	NPOC	130.3	131.6	25.00	 	 	0.000	0.00	13	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 10:40:18 PM	10	3	NPOC	130.8	131.6	25.00	 	 	0.000	0.00	13	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 10:53:33 PM	11	1	NPOC	269.2	266.9	50.00	 	 	0.000	0.00	14	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 10:58:33 PM	11	2	NPOC	268.0	266.9	50.00	 	 	0.000	0.00	14	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 11:03:15 PM	11	3	NPOC	263.4	266.9	50.00	 	 	0.000	0.00	14	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 11:16:30 PM	12	1	NPOC	412.0	409.9	75.00	 	 	0.000	0.00	15	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 11:21:09 PM	12	2	NPOC	407.5	409.9	75.00	 	 	0.000	0.00	15	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 11:25:57 PM	12	3	NPOC	410.1	409.9	75.00	 	 	0.000	0.00	15	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 11:38:36 PM	13	1	NPOC	542.4	537.3	100.0	 	 	0.000	0.00	16	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 11:43:43 PM	13	2	NPOC	536.8	537.3	100.0	 	 	0.000	0.00	16	0	50	
Standard	NPOC	STDCurve_0_100ppm_NPOC	Untitled	C:\TOC-L\CalCurves\20220819_NPOC_0-100ppm.2022_08_19_19_12_35.cal		1.00		8/19/2022 11:48:51 PM	13	3	NPOC	532.7	537.3	100.0	 	 	0.000	0.00	16	0	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/19/2022 11:57:18 PM	1	1	TN	0.5554	0.02813	0.000	 	 	0.000	0.00	2	1	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/20/2022 12:01:34 AM	1	2	TN	0.07900	0.02813	0.000	 	 	0.000	0.00	2	0	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/20/2022 12:05:50 AM	1	3	TN	0.000	0.02813	0.000	 	 	0.000	0.00	2	0	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/20/2022 12:10:07 AM	1	4	TN	0.00540	0.02813	0.000	 	 	0.000	0.00	2	0	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/20/2022 12:20:48 AM	2	1	TN	0.2373	0.1454	0.1000	 	 	0.000	0.00	17	0	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/20/2022 12:25:03 AM	2	2	TN	0.1292	0.1454	0.1000	 	 	0.000	0.00	17	0	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/20/2022 12:29:18 AM	2	3	TN	1.918	0.1454	0.1000	 	 	0.000	0.00	17	1	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/20/2022 12:34:28 AM	2	4	TN	0.06980	0.1454	0.1000	 	 	0.000	0.00	17	0	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/20/2022 12:45:43 AM	3	1	TN	1.939	1.371	0.1500	 	 	0.000	0.00	18	0	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/20/2022 12:49:58 AM	3	2	TN	0.9428	1.371	0.1500	 	 	0.000	0.00	18	0	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/20/2022 12:54:13 AM	3	3	TN	2.402	1.371	0.1500	 	 	0.000	0.00	18	1	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/20/2022 12:58:28 AM	3	4	TN	1.230	1.371	0.1500	 	 	0.000	0.00	18	0	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/20/2022 1:08:53 AM	4	1	TN	1.938	2.257	0.2500	 	 	0.000	0.00	19	1	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/20/2022 1:13:49 AM	4	2	TN	2.388	2.257	0.2500	 	 	0.000	0.00	19	0	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/20/2022 1:18:04 AM	4	3	TN	2.066	2.257	0.2500	 	 	0.000	0.00	19	0	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/20/2022 1:23:14 AM	4	4	TN	2.317	2.257	0.2500	 	 	0.000	0.00	19	0	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/20/2022 1:33:39 AM	5	1	TN	4.539	4.432	0.5000	 	 	0.000	0.00	20	0	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/20/2022 1:37:54 AM	5	2	TN	3.965	4.432	0.5000	 	 	0.000	0.00	20	1	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/20/2022 1:42:11 AM	5	3	TN	4.430	4.432	0.5000	 	 	0.000	0.00	20	0	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/20/2022 1:46:26 AM	5	4	TN	4.326	4.432	0.5000	 	 	0.000	0.00	20	0	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/20/2022 1:54:41 AM	6	1	TN	46.01	45.65	1.000	 	 	0.000	0.00	21	0	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/20/2022 1:58:58 AM	6	2	TN	45.29	45.65	1.000	 	 	0.000	0.00	21	0	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/20/2022 2:03:15 AM	6	3	TN	0.4773	45.65	1.000	 	 	0.000	0.00	21	1	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/20/2022 2:07:31 AM	6	4	TN	0.000	45.65	1.000	 	 	0.000	0.00	21	1	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/20/2022 2:17:55 AM	7	1	TN	13.50	13.47	1.500	 	 	0.000	0.00	22	0	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/20/2022 2:22:10 AM	7	2	TN	12.69	13.47	1.500	 	 	0.000	0.00	22	1	50	
Standard	TN	STDCurve_0_5ppm_TN	Untitled	C:\TOC-L\CalCurves\20220819_TN_0-5ppm.2022_08_19_23_48_51.cal		1.00		8/20/2022 2:26:25 AM	7	3	TN	13.55	13.47	1.500	 	 	0.000	0.00	22	0	50	
