[Header]	
System	9 mL TOC-L with TNM	
S/W Version	1.00	
User	sg	
Date/Time	7/12/2022 5:44:49 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/Sparge Kit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Vial	Excluded	Inj. Vol.	Auto. Dil.	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.cal	1.00		7/8/2022 10:45:30 AM	1	4	NPOC	0.8564	0.000	NPOC:0.000mg/L TN:0.000mg/L	92	1	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.cal	1.00		7/8/2022 10:47:59 AM	1	5	NPOC	0.6721	0.000	NPOC:0.000mg/L TN:0.000mg/L	92	0	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.cal	1.00		7/8/2022 10:37:17 AM	1	1	TN	0.1920	0.000	NPOC:0.000mg/L TN:0.000mg/L	92	1	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.cal	1.00		7/8/2022 10:40:02 AM	1	2	TN	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	92	0	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.cal	1.00		7/8/2022 10:42:47 AM	1	3	TN	0.02190	0.000	NPOC:0.000mg/L TN:0.000mg/L	92	0	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.cal	1.00		7/8/2022 10:45:30 AM	1	4	TN	0.06390	0.000	NPOC:0.000mg/L TN:0.000mg/L	92	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.cal	1.00		7/8/2022 10:57:33 AM	1	1	NPOC	0.4447	0.000	NPOC:0.000mg/L TN:0.000mg/L	93	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.cal	1.00		7/8/2022 11:00:16 AM	1	2	NPOC	0.5600	0.000	NPOC:0.000mg/L TN:0.000mg/L	93	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.cal	1.00		7/8/2022 11:02:59 AM	1	3	NPOC	0.4146	0.000	NPOC:0.000mg/L TN:0.000mg/L	93	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.cal	1.00		7/8/2022 10:57:33 AM	1	1	TN	0.4481	0.000	NPOC:0.000mg/L TN:0.000mg/L	93	1	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.cal	1.00		7/8/2022 11:00:16 AM	1	2	TN	0.05460	0.000	NPOC:0.000mg/L TN:0.000mg/L	93	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.cal	1.00		7/8/2022 11:02:59 AM	1	3	TN	0.1138	0.000	NPOC:0.000mg/L TN:0.000mg/L	93	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.cal	1.00		7/8/2022 11:08:44 AM	1	4	TN	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	93	0	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 11:17:52 AM	1	1	NPOC	0.2207	0.000	 	1	0	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 11:20:17 AM	1	2	NPOC	0.4831	0.000	 	1	1	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 11:22:29 AM	1	3	NPOC	0.2038	0.000	 	1	0	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 11:25:03 AM	1	4	NPOC	0.4459	0.000	 	1	0	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 11:27:37 AM	1	5	NPOC	0.9488	0.000	 	1	1	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 11:37:38 AM	2	1	NPOC	1.186	0.2500	 	2	0	50	4.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 11:40:18 AM	2	2	NPOC	1.060	0.2500	 	2	0	50	4.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 11:43:00 AM	2	3	NPOC	1.061	0.2500	 	2	0	50	4.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 11:53:02 AM	3	1	NPOC	1.703	0.5000	 	3	1	50	2.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 11:55:46 AM	3	2	NPOC	1.807	0.5000	 	3	0	50	2.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 11:58:40 AM	3	3	NPOC	1.917	0.5000	 	3	0	50	2.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 12:01:26 PM	3	4	NPOC	1.873	0.5000	 	3	0	50	2.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 12:10:57 PM	4	1	NPOC	2.825	1.000	 	4	1	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 12:13:46 PM	4	2	NPOC	2.996	1.000	 	4	1	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 12:16:46 PM	4	3	NPOC	3.184	1.000	 	4	0	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 12:19:34 PM	4	4	NPOC	3.228	1.000	 	4	0	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 12:22:35 PM	4	5	NPOC	3.274	1.000	 	4	0	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 12:32:57 PM	5	1	NPOC	6.010	2.000	 	5	0	50	5.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 12:35:54 PM	5	2	NPOC	5.941	2.000	 	5	0	50	5.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 12:39:00 PM	5	3	NPOC	6.274	2.000	 	5	1	50	5.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 12:42:00 PM	5	4	NPOC	6.378	2.000	 	5	1	50	5.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 12:44:58 PM	5	5	NPOC	6.142	2.000	 	5	0	50	5.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 12:55:27 PM	6	1	NPOC	14.75	5.000	 	6	0	50	2.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 12:58:30 PM	6	2	NPOC	15.29	5.000	 	6	0	50	2.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 1:01:41 PM	6	3	NPOC	15.82	5.000	 	6	1	50	2.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 1:04:49 PM	6	4	NPOC	15.95	5.000	 	6	1	50	2.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 1:07:55 PM	6	5	NPOC	15.22	5.000	 	6	0	50	2.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 1:18:05 PM	7	1	NPOC	30.80	10.00	 	7	1	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 1:21:29 PM	7	2	NPOC	31.13	10.00	 	7	0	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 1:24:44 PM	7	3	NPOC	32.03	10.00	 	7	0	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 1:27:59 PM	7	4	NPOC	32.23	10.00	 	7	0	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 1:38:55 PM	8	1	NPOC	81.30	25.00	 	8	0	50	2.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 1:42:18 PM	8	2	NPOC	83.88	25.00	 	8	0	50	2.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 1:45:44 PM	8	3	NPOC	83.99	25.00	 	8	0	50	2.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 1:56:09 PM	9	1	NPOC	172.0	50.00	 	9	0	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 1:59:34 PM	9	2	NPOC	172.4	50.00	 	9	0	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2022\NPOC_0-50ppm_2022_07_08.2022_07_08_11_08_44.cal		1.00		7/8/2022 2:02:56 PM	9	3	NPOC	174.3	50.00	 	9	0	50	1.000	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_02_56.cal		1.00		7/8/2022 2:09:22 PM	1	1	TN	0.09360	0.000	 	10	0	50	1.000	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_02_56.cal		1.00		7/8/2022 2:12:05 PM	1	2	TN	0.2544	0.000	 	10	0	50	1.000	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_02_56.cal		1.00		7/8/2022 2:14:50 PM	1	3	TN	0.1134	0.000	 	10	0	50	1.000	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_02_56.cal		1.00		7/8/2022 2:23:58 PM	2	1	TN	1.246	0.1000	 	11	1	50	10.00	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_02_56.cal		1.00		7/8/2022 2:26:49 PM	2	2	TN	0.6915	0.1000	 	11	0	50	10.00	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_02_56.cal		1.00		7/8/2022 2:29:41 PM	2	3	TN	0.6967	0.1000	 	11	0	50	10.00	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_02_56.cal		1.00		7/8/2022 2:32:26 PM	2	4	TN	0.6043	0.1000	 	11	0	50	10.00	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 3:04:35 PM	1	1	TN	0.7408	0.000	 	10	1	50	1.000	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 3:07:22 PM	1	2	TN	0.06760	0.000	 	10	1	50	1.000	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 3:10:08 PM	1	3	TN	0.2978	0.000	 	10	0	50	1.000	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 3:12:52 PM	1	4	TN	0.09500	0.000	 	10	0	50	1.000	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 3:15:36 PM	1	5	TN	0.2801	0.000	 	10	0	50	1.000	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 3:24:26 PM	2	1	TN	0.8683	0.1000	 	11	1	50	10.00	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 3:27:24 PM	2	2	TN	0.6448	0.1000	 	11	0	50	10.00	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 3:30:19 PM	2	3	TN	0.4452	0.1000	 	11	1	50	10.00	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 3:33:03 PM	2	4	TN	0.6141	0.1000	 	11	0	50	10.00	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 3:35:55 PM	2	5	TN	0.7298	0.1000	 	11	0	50	10.00	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 3:46:21 PM	3	1	TN	2.756	0.2500	 	12	1	50	4.000	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 3:49:29 PM	3	2	TN	1.666	0.2500	 	12	1	50	4.000	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 3:52:45 PM	3	3	TN	2.275	0.2500	 	12	0	50	4.000	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 3:55:53 PM	3	4	TN	1.953	0.2500	 	12	0	50	4.000	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 3:59:11 PM	3	5	TN	2.128	0.2500	 	12	0	50	4.000	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 4:08:36 PM	4	1	TN	4.412	0.5000	 	13	1	50	2.000	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 4:12:04 PM	4	2	TN	3.754	0.5000	 	13	0	50	2.000	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 4:15:19 PM	4	3	TN	3.723	0.5000	 	13	0	50	2.000	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 4:18:26 PM	4	4	TN	3.557	0.5000	 	13	1	50	2.000	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 4:21:46 PM	4	5	TN	3.690	0.5000	 	13	0	50	2.000	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 4:28:51 PM	5	1	TN	8.121	1.000	 	14	0	50	1.000	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 4:32:09 PM	5	2	TN	8.163	1.000	 	14	0	50	1.000	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 4:35:31 PM	5	3	TN	8.288	1.000	 	14	0	50	1.000	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 4:44:57 PM	6	1	TN	13.29	1.500	 	15	0	50	2.000	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 4:48:32 PM	6	2	TN	13.50	1.500	 	15	0	50	2.000	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 4:52:08 PM	6	3	TN	13.78	1.500	 	15	0	50	2.000	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 5:01:48 PM	7	1	TN	18.29	2.000	 	16	0	50	1.500	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 5:05:24 PM	7	2	TN	18.20	2.000	 	16	0	50	1.500	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 5:08:51 PM	7	3	TN	18.09	2.000	 	16	0	50	1.500	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\2022\TN_0-3ppm_2022_07_08.2022_07_08_14_57_13.cal		1.00		7/8/2022 5:16:25 PM	8	1	TN	27.95	3.000	 	17	0	50	1.000	
